"","X","AnimalName","AnimalGender","AnimalBirthMonth","BreedName","Borough","ZipCode","CommunityDistrict","CensusTract2010","NTA","CityCouncilDistrict","CongressionalDistrict","StateSenatorialDistrict","LicenseIssuedDate","LicenseExpiredDate","BirthYear","BirthMonth","LicenseIssuedYear","LicenseIssuedMonth","LicenseExpiredYear","LicenseExpiredMonth","index"
"388",18018,"HONEY","F",2014-10-01,"Pomeranian","Queens",11367,408,"77904","QN37",24,6,15,2016-01-01,"01/02/2017","2014","10","2016","01","2017","01",309
"389",30284,"MINNIE","F",2014-10-01,"American Pit Bull Terrier/Pit Bull","Brooklyn",11206,303,"283","BK35",36,8,18,2016-01-01,"10/20/2017","2014","10","2016","12","2017","10",310
"390",51369,"ELI","M",2014-10-01,"Unknown","Staten Island",10310,501,"121","SI35",49,11,24,2016-01-01,"03/03/2017","2014","10","2016","01","2017","03",311
"391",93483,"LUKE","M",2014-12-01,"Beagle Crossbreed","Manhattan",10035,111,"188","MN34",8,13,29,2016-01-01,"01/17/2017","2014","12","2016","01","2017","01",312
"392",78010,"JUNEBUG","F",2014-12-01,"Chihuahua","Manhattan",10009,103,"32","MN22",2,12,27,2016-01-01,"07/07/2017","2014","12","2016","07","2017","07",313
"393",65105,"KLAUS","M",2015-01-01,"Brussels Griffon","Brooklyn",11201,302,"502","BK09",33,7,26,2016-01-01,"04/02/2017","2015","01","2016","01","2017","04",314
"394",104170,"ROMAN","M",2015-01-01,"Yorkshire Terrier Crossbreed","Manhattan",10018,104,"115","MN15",3,10,31,2016-01-01,"01/08/2017","2015","01","2016","01","2017","01",315
"395",85677,"DANTE","M",2015-03-01,"German Shepherd Crossbreed","Manhattan",10028,108,"136","MN32",5,12,28,2016-01-01,"01/29/2021","2015","03","2016","01","2021","01",316
"396",4191,"ALICE","F",2015-03-01,"German Longhaired Pointer","Queens",11361,411,"1129","QN46",19,6,11,2016-01-01,"04/04/2019","2015","03","2016","04","2019","04",317
"397",77331,"ANABEL","F",2015-04-01,"Beagle Crossbreed","Manhattan",10023,107,"157","MN14",6,10,27,2016-01-01,"07/16/2017","2015","04","2016","06","2017","07",318
"398",100280,"SCRAPS","F",2015-04-01,"Jack Russell Terrier","Manhattan",10029,111,"184","MN34",9,13,30,2016-01-01,"08/25/2017","2015","04","2016","07","2017","08",319
"399",89220,"CHULETA","F",2015-04-01,"Poodle, Toy","Manhattan",10016,106,"72","MN20",2,12,28,2016-01-01,"07/26/2017","2015","04","2016","08","2017","07",320
"400",93457,"BROWNIE","F",2015-05-01,"Boxer","Bronx",10452,204,"209","BX63",14,15,29,2016-01-01,"01/14/2017","2015","05","2016","01","2017","01",321
"401",34149,"MIA","M",2015-08-01,"Shih Tzu","Brooklyn",11220,307,"74","BK32",38,7,20,2016-01-01,"01/10/2017","2015","08","2016","01","2017","01",322
"402",120022,"JESSY","F",2015-08-01,"Chihuahua","Queens",11368,NA,"NULL","NULL",NA,NA,NA,2016-01-01,"01/25/2017","2015","08","2016","01","2017","01",323
"403",65319,"PICKLE","F",2015-09-01,"Maltese Crossbreed","Brooklyn",11201,302,"21","BK38",33,7,26,2016-01-01,"01/25/2017","2015","09","2016","01","2017","01",324
"404",14814,"UNKNOWN","M",2015-09-01,"Maltipoo","Queens",11432,412,"44601","QN61",24,5,14,2016-01-01,"01/27/2017","2015","09","2016","01","2017","01",325
"405",85378,"WINTER","F",2015-09-01,"Labrador Retriever","Manhattan",10128,108,"15801","MN40",5,12,28,2016-01-01,"01/10/2017","2015","09","2016","01","2017","01",326
"406",85335,"BAMBINA","F",2015-09-01,"Havanese","Manhattan",10162,108,"132","MN31",5,12,28,2016-01-01,"01/06/2017","2015","09","2016","01","2017","01",327
"407",108832,"HUNTER","F",2015-09-01,"Yorkshire Terrier Crossbreed","Bronx",10473,209,"98","BX59",18,15,32,2016-01-01,"01/06/2017","2015","09","2016","01","2017","01",328
"408",98553,"HUDSON","M",2015-10-01,"Basset Hound","Manhattan",10025,107,"177","MN12",6,10,30,2016-01-01,"01/08/2017","2015","10","2016","01","2017","01",329
"409",37539,"ZEUS","M",2015-10-01,"German Shepherd Dog","Brooklyn",11218,312,"486","BK41",39,10,21,2016-01-01,"03/03/2017","2015","10","2016","03","2017","03",330
"410",119940,"LEO","M",2015-10-01,"Shiba Inu","Queens",11358,NA,"NULL","NULL",NA,NA,NA,2016-01-01,"01/06/2017","2015","10","2016","01","2017","01",331
"411",8342,"DEXTER","M",2015-10-01,"Shih Tzu","Queens",11102,401,"71","QN71",22,12,12,2016-01-01,"01/07/2017","2015","10","2016","01","2017","01",332
"412",51440,"ANABELLE","F",2015-10-01,"Shih Tzu","Staten Island",10301,501,"59","SI35",49,11,24,2016-01-01,"01/14/2017","2015","10","2016","01","2017","01",333
"413",93433,"BENTLEY","F",2015-10-01,"German Shepherd Dog","Manhattan",10029,111,"180","MN34",8,13,29,2016-01-01,"01/12/2017","2015","10","2016","01","2017","01",334
"414",120951,"CLOVIS","M",2015-10-01,"Papillon","Manhattan",10025,NA,"NULL","NULL",NA,NA,NA,2016-01-01,"07/07/2017","2015","10","2016","07","2017","07",335
"415",51484,"CODY","M",2015-11-01,"Shih Tzu","Staten Island",10305,502,"2002","SI14",50,11,24,2016-01-01,"01/17/2017","2015","11","2016","01","2017","01",336
"416",85688,"TIBERIOUS","M",2015-11-01,"French Bulldog","Manhattan",10016,105,"56","MN13",2,12,28,2016-01-01,"01/30/2017","2015","11","2016","01","2017","01",337
"417",28086,"UNKOWN","F",2015-11-01,"French Bulldog","Brooklyn",11211,301,"513","BK73",34,7,18,2016-01-01,"01/25/2017","2015","11","2016","01","2017","01",338
"418",65431,"UNKNOWN","F",2015-11-01,"French Bulldog","Manhattan",10012,102,"43","MN24",1,12,26,2016-01-01,"02/02/2017","2015","11","2016","02","2017","02",339
"419",117691,"BROWNIE","M",2015-11-01,"Chihuahua","Bronx",10475,210,"46201","BX13",12,16,36,2016-01-01,"02/02/2017","2015","11","2016","02","2017","02",340
"420",37319,"ARAKI_MAVERICK","M",2015-11-01,"Yorkshire Terrier Crossbreed","Brooklyn",11215,306,"153","BK37",39,9,21,2016-01-01,"01/19/2017","2015","11","2016","01","2017","01",341
"421",14804,"LEIA","F",2015-11-01,"American Pit Bull Terrier/Pit Bull","Queens",11415,409,"134","QN60",29,6,14,2016-01-01,"01/25/2017","2015","11","2016","01","2017","01",342
"422",74515,"BAO","M",2015-11-01,"Welsh Corgi, Pembroke","Manhattan",10009,106,"44","MN50",4,12,27,2016-01-01,"01/27/2017","2015","11","2016","01","2017","01",343
"423",81199,"FRANK","M",2015-11-01,"Poodle Crossbreed","Manhattan",10014,102,"77","MN23",3,10,27,2016-01-01,"01/12/2018","2015","11","2016","12","2018","01",344
"424",74563,"TRUFFLES","M",2015-12-01,"Yorkshire Terrier Crossbreed","Manhattan",10010,106,"60","MN50",4,12,27,2016-01-01,"01/31/2017","2015","12","2016","01","2017","01",345
"425",104963,"PUCHY","M",2016-01-01,"Maltese","Manhattan",10033,112,"261","MN36",10,13,31,2016-01-01,"04/04/2017","2016","01","2016","04","2017","04",346
"426",15407,"SONNY","M",2016-02-01,"Shih Tzu","Queens",11435,408,"22001","QN35",24,6,14,2016-01-01,"07/07/2017","2016","02","2016","07","2017","07",347
"427",1622,"OREO","M",2016-02-01,"American Pit Bull Mix / Pit Bull Mix","Queens",11420,410,"838","QN55",28,5,10,2016-01-01,"09/09/2017","2016","02","2016","09","2017","09",348
"428",31993,"BAILEY","F",2016-03-01,"Yorkshire Terrier","Brooklyn",11229,315,"59401","BK17",48,9,19,2016-01-01,"05/05/2017","2016","03","2016","05","2017","05",349
"429",77328,"TELLURIDE","M",2016-04-01,"American Eskimo dog","Manhattan",10011,105,"54","MN13",3,12,27,2016-01-01,"06/06/2017","2016","04","2016","06","2017","06",350
"430",95781,"NANO","F",2016-04-01,"Yorkshire Terrier","Manhattan",10044,108,"23802","MN31",5,12,29,2016-01-01,"10/10/2021","2016","04","2016","10","2021","10",351
"431",77994,"LIBBY","F",2016-06-01,"Miniature American Shepherd","Manhattan",10023,107,"149","MN14",6,10,27,2016-01-01,"07/07/2017","2016","06","2016","07","2017","07",352
"432",115895,"AMADEUMS","M",2016-07-01,"American Pit Bull Mix / Pit Bull Mix","Bronx",10467,211,"33201","BX07",15,14,34,2016-01-01,"08/08/2017","2016","07","2016","08","2017","08",353
"433",69103,"UNKNOWN","F",2016-08-01,"Yorkshire Terrier Crossbreed","Manhattan",10002,103,"18","MN27",1,7,26,2016-01-01,"11/11/2017","2016","08","2016","11","2017","11",354
"434",90383,"SULLY","M",2016-08-01,"Goldendoodle","Manhattan",10021,108,"126","MN31",5,12,28,2016-01-01,"10/10/2017","2016","08","2016","10","2017","10",355
"435",51857,"ROCKY","M",2014-01-01,"Yorkshire Terrier","Staten Island",10308,503,"14604","SI54",51,11,24,2016-02-01,"02/15/2017","2014","01","2016","02","2017","02",356
"436",74777,"BUNNY","F",2014-02-01,"American Pit Bull Mix / Pit Bull Mix","Manhattan",10019,104,"139","MN15",3,10,27,2016-02-01,"11/06/2017","2014","02","2016","02","2017","11",357
"437",109004,"ASTRO","M",2014-02-01,"Shih Tzu","Bronx",10460,203,"161","BX75",17,15,32,2016-02-01,"02/23/2017","2014","02","2016","02","2017","02",358
"438",52039,"HADDIE","F",2014-06-01,"Cardigan Welsh Corgi","Staten Island",10312,503,"17011","SI01",51,11,24,2016-02-01,"04/22/2017","2014","06","2016","02","2017","04",359
"439",85798,"ZOE","F",2014-06-01,"Unknown","Manhattan",10075,108,"136","MN32",5,12,28,2016-02-01,"02/04/2018","2014","06","2016","02","2018","02",360
"440",74825,"DUCHESS","F",2014-07-01,"Poodle, Toy","Manhattan",10069,107,"155","MN14",6,10,27,2016-02-01,"02/14/2017","2014","07","2016","02","2017","02",361
"441",86093,"LILI","F",2014-08-01,"Shih Tzu","Manhattan",10016,105,"72","MN20",2,12,28,2016-02-01,"02/19/2017","2014","08","2016","02","2017","02",362
"442",3789,"PRINCESS","F",2014-09-01,"Morkie","Queens",11364,411,"129103","QN42",23,6,11,2016-02-01,"02/12/2021","2014","09","2016","02","2021","02",363
"443",12425,"BALTO","M",2014-10-01,"Siberian Husky","Queens",11372,403,"285","QN28",25,14,13,2016-02-01,"12/12/2016","2014","10","2016","02","2016","12",364
"444",25182,"GRACIE","F",2014-11-01,"American Pit Bull Terrier/Pit Bull","Brooklyn",11210,318,"744","BK58",45,9,17,2016-02-01,"02/03/2017","2014","11","2016","02","2017","02",365
"445",74723,"CARLTON","M",2014-12-01,"Shih Tzu","Manhattan",10011,104,"93","MN13",3,10,27,2016-02-01,"04/01/2017","2014","12","2016","02","2017","04",366
"446",98851,"LUCKY","F",2014-12-01,"Labrador Retriever Crossbreed","Manhattan",10027,110,"257","MN11",9,13,30,2016-02-01,"03/21/2017","2014","12","2016","02","2017","03",367
"447",3888,"POPCORN","M",2015-01-01,"Shih Tzu","Queens",11354,407,"871","QN22",20,6,11,2016-02-01,"02/27/2017","2015","01","2016","02","2017","02",368
"448",28162,"SCOTCH","M",2015-01-01,"West High White Terrier","Brooklyn",11206,303,"257","BK75",36,7,18,2016-02-01,"02/04/2017","2015","01","2016","02","2017","02",369
"449",18323,"SCHNAPPS","F",2015-01-01,"Labrador Retriever Crossbreed","Queens",11385,405,"637","QN19",30,6,15,2016-02-01,"02/19/2017","2015","01","2016","02","2017","02",370
"450",86145,"CHUMLEY","M",2015-02-01,"Havanese","Manhattan",10028,108,"14801","MN40",4,12,28,2016-02-01,"05/27/2021","2015","02","2016","02","2021","05",371
"451",98942,"BLUE","F",2015-02-01,"Parson Russell Terrier","Manhattan",10027,109,"20901","MN09",7,13,30,2016-02-01,"02/24/2017","2015","02","2016","02","2017","02",372
"452",85914,"NAMENOTPROVIDED","M",2015-03-01,"Yorkshire Terrier","Manhattan",10128,108,"15801","MN40",4,12,28,2016-02-01,"02/12/2017","2015","03","2016","02","2017","02",373
"453",31597,"MILO","M",2015-06-01,"Boston Terrier","Brooklyn",11234,318,"69601","BK45",46,8,19,2016-02-01,"02/19/2017","2015","06","2016","02","2017","02",374
"454",74967,"JADE","F",2015-06-01,"Weimaraner","Manhattan",10036,104,"121","MN15",3,10,27,2016-02-01,"02/23/2017","2015","06","2016","02","2017","02",375
"455",114263,"NENA","F",2015-08-01,"Terrier mix","Bronx",10470,212,"45102","BX62",11,16,34,2016-02-01,"02/19/2017","2015","08","2016","02","2017","02",376
"456",28284,"THOR","M",2015-10-01,"American Pit Bull Terrier/Pit Bull","Brooklyn",11211,301,"523","BK73",34,7,18,2016-02-01,"02/26/2019","2015","10","2016","02","2019","02",377
"457",22752,"MAY","F",2015-10-01,"French Bulldog","Queens",11355,407,"859","QN22",20,6,16,2016-02-01,"02/17/2017","2015","10","2016","02","2017","02",378
"458",93598,"THIRA","F",2015-11-01,"Beagle Crossbreed","Manhattan",10023,107,"159","MN14",6,10,29,2016-02-01,"02/05/2017","2015","11","2016","02","2017","02",379
"459",85819,"MONET","M",2015-11-01,"Shiba Inu","Manhattan",10017,106,"88","MN19",4,12,28,2016-02-01,"02/05/2017","2015","11","2016","02","2017","02",380
"460",65667,"LUNA","F",2015-11-01,"French Bulldog","Brooklyn",11201,302,"21","BK38",33,7,26,2016-02-01,"02/25/2017","2015","11","2016","02","2017","02",381
"461",46235,"OREO","F",2015-11-01,"Shih Tzu Crossbreed","Staten Island",10301,501,"9","SI22",49,11,23,2016-02-01,"02/27/2017","2015","11","2016","02","2017","02",382
"462",65464,"UNKNOWN","M",2015-11-01,"Puggle","Brooklyn",11222,301,"575","BK76",33,12,26,2016-02-01,"02/05/2017","2015","11","2016","02","2017","02",383
"463",34247,"NAMENOTPROVIDED","F",2015-12-01,"Puggle","Brooklyn",11215,306,"137","BK37",39,7,20,2016-02-01,"02/07/2017","2015","12","2016","02","2017","02",384
"464",31560,"NAMENOTPROVIDED","M",2015-12-01,"Cocker Spaniel","Brooklyn",11208,305,"1220","BK82",42,8,19,2016-02-01,"02/12/2017","2015","12","2016","02","2017","02",385
"465",111281,"LILAH","F",2015-12-01,"Poodle Crossbreed","Bronx",10453,205,"23301","BX41",14,15,33,2016-02-01,"02/18/2017","2015","12","2016","02","2017","02",386
"466",59269,"UNKNOWN","M",2015-12-01,"Labrador Retriever","Brooklyn",11232,307,"2","BK32",38,7,25,2016-02-01,"02/18/2017","2015","12","2016","02","2017","02",387
"467",74832,"LULU","F",2015-12-01,"Bull Dog, French","Manhattan",10009,106,"44","MN50",4,12,27,2016-02-01,"02/15/2017","2015","12","2016","02","2017","02",388
"468",28402,"LINUS","M",2014-01-01,"Vizsla","Brooklyn",11237,304,"441","BK77",37,7,18,2016-03-01,"04/02/2017","2014","01","2016","03","2017","04",389
"469",41691,"NAMENOTPROVIDED","F",2014-01-01,"Unknown","Brooklyn",11209,310,"136","BK31",43,11,22,2016-03-01,"12/22/2016","2014","01","2016","03","2016","12",390
"470",86402,"VIGA","F",2014-03-01,"English Springer Spaniel","Manhattan",10128,108,"14802","MN40",4,12,28,2016-03-01,"03/29/2017","2014","03","2016","03","2017","03",391
"471",75461,"RUE","F",2014-05-01,"Chihuahua Crossbreed","Manhattan",10003,103,"40","MN22",2,12,27,2016-03-01,"12/16/2016","2014","05","2016","03","2016","12",392
"472",114479,"HOLLYWOOD","M",2014-09-01,"Miniature Pinscher","Bronx",10463,208,"287","BX29",11,13,34,2016-03-01,"03/15/2017","2014","09","2016","03","2017","03",393
"473",46368,"DUKE","M",2014-09-01,"Dachshund","Staten Island",10301,501,"39","SI08",49,11,23,2016-03-01,"04/08/2017","2014","09","2016","03","2017","04",394
"474",37546,"BLUE","M",2014-10-01,"American Pit Bull Terrier/Pit Bull","Brooklyn",11203,317,"860","BK91",45,9,21,2016-03-01,"03/04/2017","2014","10","2016","03","2017","03",395
"475",86341,"DJANGO","M",2014-12-01,"Cocker Spaniel","Manhattan",10016,106,"70","MN20",2,12,28,2016-03-01,"03/03/2017","2014","12","2016","03","2017","03",396
"476",114349,"FRANKIE","M",2014-12-01,"Shih Tzu","Bronx",10461,210,"264","BX52",13,14,34,2016-03-01,"02/20/2017","2014","12","2016","03","2017","02",397
"477",75672,"ALBERT","M",2015-01-01,"Unknown","Manhattan",10023,107,"153","MN14",6,10,27,2016-03-01,"05/04/2017","2015","01","2016","03","2017","05",398
"478",8813,"EVA","F",2015-01-01,"Yorkshire Terrier","Queens",11101,402,"7","QN31",26,12,12,2016-03-01,"03/13/2017","2015","01","2016","03","2017","03",399
"479",46396,"BRUCE","M",2015-01-01,"American Pit Bull Mix / Pit Bull Mix","Staten Island",10303,501,"30302","SI12",49,11,23,2016-03-01,"05/03/2018","2015","01","2016","03","2018","05",400
"480",4144,"CLEO","F",2015-01-01,"Thai Ridgeback","Queens",11358,407,"1151","QN51",19,6,11,2016-03-01,"04/01/2017","2015","01","2016","03","2017","04",401
"481",109065,"GABBIE","F",2015-03-01,"Labrador Retriever","Bronx",10462,209,"21602","BX46",18,14,32,2016-03-01,"03/07/2017","2015","03","2016","03","2017","03",402
"482",52536,"LUNA","F",2015-03-01,"Labrador Retriever","Staten Island",10309,503,"226","SI11",51,11,24,2016-03-01,"03/29/2017","2015","03","2016","03","2017","03",403
"483",8742,"DALLAS","M",2015-07-01,"Terrier mix","Queens",11102,401,"91","QN71",22,12,12,2016-03-01,"03/04/2017","2015","07","2016","03","2017","03",404
"484",114565,"BLESSED","F",2015-07-01,"American Pit Bull Mix / Pit Bull Mix","Bronx",10465,210,"118","BX52",13,14,34,2016-03-01,"03/24/2021","2015","07","2016","03","2021","03",405
"485",925,"COCO","M",2015-07-01,"Yorkshire Terrier Crossbreed","Queens",11417,410,"94","QN55",32,5,10,2016-03-01,"03/09/2017","2015","07","2016","03","2017","03",406
"486",52584,"MOOKEE","M",2015-08-01,"Shih Tzu Crossbreed","Staten Island",10309,503,"226","SI11",51,11,24,2016-03-01,"03/30/2017","2015","08","2016","03","2017","03",407
"487",114410,"COCO","F",2015-08-01,"Pekingese","Bronx",10469,211,"326","BX31",13,14,34,2016-03-01,"03/08/2017","2015","08","2016","03","2017","03",408
"488",25295,"KASH","M",2015-09-01,"Shih Tzu","Brooklyn",11230,314,"542","BK43",48,9,17,2016-03-01,"03/18/2017","2015","09","2016","03","2017","03",409
"489",914,"SOSSIE","F",2015-09-01,"Shih Tzu","Queens",11422,413,"656","QN05",31,5,10,2016-03-01,"03/04/2017","2015","09","2016","03","2017","03",410
"490",65964,"FREDRICK","M",2015-10-01,"West Highland White Terrier","Manhattan",10007,101,"21","MN24",1,10,26,2016-03-01,"03/18/2017","2015","10","2016","03","2017","03",411
"491",4038,"NAMENOTPROVIDED","M",2015-10-01,"Morkie","Queens",11361,411,"1133","QN46",19,6,11,2016-03-01,"03/17/2017","2015","10","2016","03","2017","03",412
"492",52170,"JAXX","M",2015-10-01,"German Shepherd Dog","Staten Island",10312,503,"17008","SI48",51,11,24,2016-03-01,"03/08/2017","2015","10","2016","03","2017","03",413
"493",75546,"MILES","M",2015-11-01,"French Bulldog","Manhattan",10001,104,"103","MN13",3,10,27,2016-03-01,"03/26/2017","2015","11","2016","03","2017","03",414
"494",111333,"UNKNOWN","F",2015-11-01,"Chihuahua","Bronx",10456,204,"17901","BX14",16,15,33,2016-03-01,"03/04/2017","2015","11","2016","03","2017","03",415
"495",99025,"OLLIE","M",2015-11-01,"Yorkshire Terrier","Manhattan",10037,110,"212","MN03",9,13,30,2016-03-01,"03/06/2017","2015","11","2016","03","2017","03",416
"496",31683,"BUSTER","M",2015-11-01,"German Shepherd Dog","Brooklyn",11207,305,"1152","BK82",37,8,19,2016-03-01,"03/04/2017","2015","11","2016","03","2017","03",417
"497",52438,"BEAR","M",2015-11-01,"American Staffordshire Terrier ","Staten Island",10314,501,"147","SI07",50,11,24,2016-03-01,"03/23/2017","2015","11","2016","03","2017","03",418
"498",86521,"TIBBY","M",2015-12-01,"Labradoodle","Manhattan",10075,108,"136","MN32",5,12,28,2016-03-01,"03/22/2017","2015","12","2016","03","2017","03",419
"499",18718,"LILY","F",2015-12-01,"Cocker Spaniel","Queens",11421,409,"10","QN53",32,7,15,2016-03-01,"03/30/2017","2015","12","2016","03","2017","03",420
"500",75446,"NALA","F",2015-12-01,"Bull Dog, English","Manhattan",10014,102,"77","MN23",3,10,27,2016-03-01,"03/21/2017","2015","12","2016","03","2017","03",421
"501",86303,"KESSEY","F",2015-12-01,"Berger Picard","Manhattan",10128,108,"14802","MN40",5,12,28,2016-03-01,"03/09/2017","2015","12","2016","03","2017","03",422
"502",28505,"BLUE","M",2015-12-01,"Bichon Frise","Brooklyn",11206,303,"28502","BK35",36,8,18,2016-03-01,"03/28/2017","2015","12","2016","03","2017","03",423
"503",31680,"BOOMER","M",2015-12-01,"Shih Tzu Crossbreed","Brooklyn",11234,318,"69602","BK45",46,8,19,2016-03-01,"03/04/2017","2015","12","2016","03","2017","03",424
"504",120229,"NAMENOTPROVIDED","M",2015-12-01,"Bichon Frise","Queens",11374,NA,"NULL","NULL",NA,NA,NA,2016-03-01,"03/06/2017","2015","12","2016","03","2017","03",425
"505",109164,"GALAXY","F",2016-01-01,"Labrador Retriever","Bronx",10473,209,"16","BX09",18,15,32,2016-03-01,"03/27/2017","2016","01","2016","03","2017","03",426
"506",28361,"RUBY","F",2016-01-01,"American Pit Bull Terrier/Pit Bull","Brooklyn",11206,303,"28502","BK35",36,8,18,2016-03-01,"03/09/2017","2016","01","2016","03","2017","03",427
"507",22929,"JORDAN","M",2016-01-01,"French Bulldog","Queens",11374,406,"71701","QN18",29,6,16,2016-03-01,"03/26/2017","2016","01","2016","03","2017","03",428
"508",34501,"CORDON","M",2014-01-01,"American Pit Bull Terrier/Pit Bull","Queens",11225,317,"892","BK81",41,9,20,2016-04-01,"04/11/2017","2014","01","2016","04","2017","04",429
"509",114766,"COLOUR","M",2014-01-01,"Puggle","Bronx",10463,208,"287","BX29",11,16,34,2016-04-01,"04/12/2017","2014","01","2016","04","2017","04",430
"510",28581,"ZEUS","M",2014-01-01,"Yorkshire Terrier","Brooklyn",11206,301,"505","BK90",34,7,18,2016-04-01,"04/06/2021","2014","01","2016","04","2021","04",431
"511",28659,"CROSBY","F",2014-02-01,"Dachshund, Long Haired Miniature","Brooklyn",11249,301,"551","BK73",34,7,18,2016-04-01,"04/22/2017","2014","02","2016","04","2017","04",432
"512",9065,"AVA","F",2014-03-01,"Anatolian Shepherd Dog","Queens",11104,402,"18501","QN31",26,14,12,2016-04-01,"04/20/2017","2014","03","2016","04","2017","04",433
"513",86817,"OLIVE","F",2014-03-01,"Bichon Frise","Manhattan",10021,108,"124","MN31",5,12,28,2016-04-01,"04/07/2017","2014","03","2016","04","2017","04",434
"514",114823,"CESARE","M",2014-03-01,"Welsh Corgi, Pembroke","Bronx",10464,210,"516","BX10",13,14,34,2016-04-01,"06/04/2017","2014","03","2016","04","2017","06",435
"515",76386,"WALTER","M",2014-03-01,"Shih Tzu","Manhattan",10011,105,"54","MN13",3,12,27,2016-04-01,"03/26/2017","2014","03","2016","04","2017","03",436
"516",75906,"CASSIE","F",2014-03-01,"Maltese","Manhattan",10003,106,"48","MN21",2,12,27,2016-04-01,"04/10/2021","2014","03","2016","04","2021","04",437
"517",76303,"BEAR","M",2014-04-01,"Labrador Retriever","Manhattan",10023,107,"149","MN14",6,10,27,2016-04-01,"10/09/2018","2014","04","2016","04","2018","10",438
"518",114707,"FRASIER","M",2014-04-01,"Shih Tzu Crossbreed","Bronx",10464,210,"516","BX10",13,14,34,2016-04-01,"04/10/2017","2014","04","2016","04","2017","04",439
"519",109228,"LUNA","F",2014-05-01,"Siberian Husky","Bronx",10462,209,"212","BX46",18,14,32,2016-04-01,"04/10/2021","2014","05","2016","04","2021","04",440
"520",114708,"SOPHIE","F",2014-05-01,"Chihuahua","Bronx",10461,211,"248","BX49",13,14,34,2016-04-01,"04/10/2021","2014","05","2016","04","2021","04",441
"521",66328,"STANLEY","M",2014-05-01,"Beagle","Brooklyn",11201,302,"502","BK09",33,7,26,2016-04-01,"05/02/2017","2014","05","2016","04","2017","05",442
"522",59613,"OPAL","F",2014-06-01,"Unknown","Brooklyn",11205,302,"181","BK68",35,8,25,2016-04-01,"04/02/2017","2014","06","2016","04","2017","04",443
"523",94264,"OREO","M",2014-08-01,"Maltese Crossbreed","Manhattan",10029,111,"170","MN33",8,13,29,2016-04-01,"03/23/2017","2014","08","2016","04","2017","03",444
"524",59682,"JUNOT","F",2014-09-01,"Poodle, Standard","Brooklyn",11217,302,"181","BK68",35,8,25,2016-04-01,"05/24/2018","2014","09","2016","04","2018","05",445
"525",59684,"MILA","F",2014-09-01,"Beagle Crossbreed","Brooklyn",11201,302,"23","BK38",35,8,25,2016-04-01,"04/10/2018","2014","09","2016","04","2018","04",446
"526",46685,"OLIVIA","F",2014-10-01,"Yorkshire Terrier","Staten Island",10305,502,"74","SI14",50,11,23,2016-04-01,"04/26/2017","2014","10","2016","04","2017","04",447
"527",4262,"RANGER","M",2014-10-01,"Labrador Retriever","Queens",11426,413,"1617","QN43",23,3,11,2016-04-01,"04/10/2017","2014","10","2016","04","2017","04",448
"528",37849,"ZOEY","F",2014-10-01,"Shih Tzu","Brooklyn",11226,314,"50804","BK42",40,9,21,2016-04-01,"03/13/2018","2014","10","2016","04","2018","03",449
"529",66263,"GRACE","F",2014-10-01,"German Shepherd Dog","Manhattan",10013,101,"39","MN24",1,10,26,2016-04-01,"04/12/2017","2014","10","2016","04","2017","04",450
"530",105073,"THOR","M",2014-11-01,"West Highland White Terrier","Manhattan",10023,107,"151","MN14",6,10,31,2016-04-01,"04/15/2018","2014","11","2016","04","2018","04",451
"531",18773,"LILY","F",2014-12-01,"Unknown","Queens",11375,406,"723","QN17",29,6,15,2016-04-01,"04/21/2019","2014","12","2016","04","2019","04",452
"532",23015,"VINNY","M",2014-12-01,"Shetland Sheepdog","Queens",11374,406,"71306","QN17",29,6,16,2016-04-01,"06/04/2017","2014","12","2016","04","2017","06",453
"533",28616,"HOPE","F",2015-01-01,"Golden Retriever","Brooklyn",11206,301,"511","BK90",34,7,18,2016-04-01,"04/11/2020","2015","01","2016","04","2020","04",454
"534",999,"KOKITO","M",2015-02-01,"Shih Tzu Crossbreed","Queens",11421,409,"30","QN53",32,7,10,2016-04-01,"04/03/2017","2015","02","2016","04","2017","04",455
"535",4343,"REO","M",2015-02-01,"Maltese","Queens",11354,407,"1059","QN51",19,6,11,2016-04-01,"04/23/2018","2015","02","2016","04","2018","04",456
"536",25403,"COOKIE","F",2015-02-01,"Chihuahua","Brooklyn",11204,311,"428","BK29",44,10,17,2016-04-01,"04/21/2017","2015","02","2016","04","2017","04",457
"537",59718,"OLIVE","F",2015-03-01,"Border Collie","Brooklyn",11205,302,"191","BK69",35,8,25,2016-04-01,"04/15/2017","2015","03","2016","04","2017","04",458
"538",9053,"SILVESTER","M",2015-04-01,"German Shepherd Dog","Queens",11104,402,"25301","QN31",26,14,12,2016-04-01,"04/15/2017","2015","04","2016","04","2017","04",459
"539",23062,"RADU","M",2015-04-01,"French Bulldog","Queens",11354,407,"1157","QN51",20,6,16,2016-04-01,"06/17/2017","2015","04","2016","04","2017","06",460
"540",8979,"WILSON","M",2015-04-01,"Labrador Retriever Crossbreed","Queens",11105,401,"103","QN72",22,14,12,2016-04-01,"04/03/2017","2015","04","2016","04","2017","04",461
"541",4327,"TOBY","M",2015-04-01,"Chihuahua","Queens",11354,407,"1059","QN51",19,6,11,2016-04-01,"04/21/2017","2015","04","2016","04","2017","04",462
"542",105137,"THICKET","M",2015-05-01,"Australian Cattledog","Manhattan",10034,112,"287","MN35",10,13,31,2016-04-01,"04/19/2021","2015","05","2016","04","2021","04",463
